structure_id,set_id,group,theme,terrain_adaptation,structure_type,source
incendium:ruined_lab,incendium:lesser_structures,settlements,settlement,beard_thin,minecraft:jigsaw,Incendium_1.21.x_v5.4.4.jar
mes:astral_hideaway,mes:astral_hideaway,settlements,settlement,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsEndStructures-1.21-2.0.3.jar
mns:large_house_1,mns:large_house_1,settlements,settlement,beard_thin,moogs_structures:moogs_structures_generic_nether_jigsaw_structure,MoogsNetherStructures-1.21-3.0.0.jar
mns:medium_house,mns:medium_house,settlements,settlement,beard_thin,moogs_structures:moogs_structures_generic_nether_jigsaw_structure,MoogsNetherStructures-1.21-3.0.0.jar
mns:medium_house_2,mns:medium_house_2,settlements,settlement,beard_thin,moogs_structures:moogs_structures_generic_nether_jigsaw_structure,MoogsNetherStructures-1.21-3.0.0.jar
mns:nether_wart_farm,mns:nether_wart_farm,settlements,settlement,beard_thin,moogs_structures:moogs_structures_generic_nether_jigsaw_structure,MoogsNetherStructures-1.21-3.0.0.jar
mns:warped_house,mns:warped_house,settlements,settlement,beard_thin,moogs_structures:moogs_structures_generic_nether_jigsaw_structure,MoogsNetherStructures-1.21-3.0.0.jar
mss:calcite_house,mss:calcite_house,settlements,settlement,none,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsSoaringStructures-1.21-2.1.2.jar
mss:diorite_house,mss:diorite_house,settlements,settlement,none,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsSoaringStructures-1.21-2.1.2.jar
mss:small_deepslate_house,mss:small_deepslate_house,settlements,settlement,none,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsSoaringStructures-1.21-2.1.2.jar
mss:small_oak_house,mss:small_oak_house,settlements,settlement,none,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsSoaringStructures-1.21-2.1.2.jar
mss:spruce_huts,mss:spruce_huts,settlements,settlement,none,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsSoaringStructures-1.21-2.1.2.jar
mss:white_house,mss:white_house,settlements,settlement,none,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsSoaringStructures-1.21-2.1.2.jar
mvs:azelea_house,mvs:azelea_house,settlements,settlement,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:barn,mvs:barn,settlements,settlement,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:beach_bar,mvs:beach_bar,settlements,settlement,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:bee_dome,mvs:bee_dome,settlements,settlement,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:blue_stall,mvs:stalls,settlements,settlement,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:campsite,mvs:campsite,settlements,settlement,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:deepslate_house,mvs:deepslate_house,settlements,settlement,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:desert_house,mvs:desert_house,settlements,settlement,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:diorite_and_deepslate_house,mvs:diorite_and_deepslate_house,settlements,settlement,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:fire_camp,mvs:fire_camp,settlements,settlement,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:fox_hut,mvs:fox_hut,settlements,settlement,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:horse_campsite,mvs:horse_campsite,settlements,settlement,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:horse_pen,mvs:horse_pen,settlements,settlement,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:house,mvs:house,settlements,settlement,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:medium_igloo_1,mvs:medium_igloo_1,settlements,settlement,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:mine_with_campsite,mvs:mine_with_campsite,settlements,settlement,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:mud_brick_house_1,mvs:mud_brick_house_1,settlements,settlement,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:orange_stall,mvs:stalls,settlements,settlement,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:out_house,mvs:out_house,settlements,settlement,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:pink_stall,mvs:stalls,settlements,settlement,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:prismarine_house_1,mvs:prismarine_house_1,settlements,settlement,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:prismarine_house_2,mvs:prismarine_house_2,settlements,settlement,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:red_stall,mvs:stalls,settlements,settlement,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:shed,mvs:shed,settlements,settlement,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:small_igloo,mvs:small_igloo,settlements,settlement,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:small_swamp_house,mvs:small_swamp_house,settlements,settlement,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:snowy_dog_hut,mvs:snowy_dog_hut,settlements,settlement,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:tall_house,mvs:tall_house,settlements,settlement,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:warped_house,mvs:warped_house,settlements,settlement,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:windmill,mvs:windmill,settlements,settlement,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:wooden_wheat_farm,mvs:wooden_wheat_farm,settlements,settlement,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
terralith:desert_outpost,terralith:regular,settlements,settlement,beard_thin,minecraft:jigsaw,Terralith_1.21.x_v2.6.2.jar
terralith:fortified_desert_village,terralith:rare_village,settlements,settlement,beard_thin,minecraft:jigsaw,Terralith_1.21.x_v2.6.2.jar
terralith:fortified_village,terralith:rare_village,settlements,settlement,beard_thin,minecraft:jigsaw,Terralith_1.21.x_v2.6.2.jar
terralith:glacial_hut,terralith:regular,settlements,settlement,beard_thin,minecraft:jigsaw,Terralith_1.21.x_v2.6.2.jar
terralith:igloo,terralith:regular,settlements,settlement,beard_thin,minecraft:jigsaw,Terralith_1.21.x_v2.6.2.jar
terralith:underground/giant_bee_hive,terralith:underground,settlements,settlement,bury,minecraft:jigsaw,Terralith_1.21.x_v2.6.2.jar
terralith:underground/mining_outpost,terralith:underground,settlements,settlement,beard_box,minecraft:jigsaw,Terralith_1.21.x_v2.6.2.jar
terralith:underground/oak_cabin,terralith:underground,settlements,settlement,beard_box,minecraft:jigsaw,Terralith_1.21.x_v2.6.2.jar
terralith:underground/old_refinery,terralith:underground,settlements,settlement,beard_box,minecraft:jigsaw,Terralith_1.21.x_v2.6.2.jar
terralith:underground/sunken_tower,terralith:underground,settlements,settlement,beard_box,minecraft:jigsaw,Terralith_1.21.x_v2.6.2.jar
terralith:valley_lodge,terralith:regular,settlements,settlement,beard_thin,minecraft:jigsaw,Terralith_1.21.x_v2.6.2.jar
terralith:witch_hut,terralith:regular,settlements,settlement,beard_thin,minecraft:jigsaw,Terralith_1.21.x_v2.6.2.jar
nova_structures:badlands_miner_outpost,nova_structures:badlands_miner_outpost,settlements,settlement,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:deepslate_camp,nova_structures:deepslate_camp,settlements,settlement,none,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:firewatch_tower_birch,nova_structures:firewatch_towers,settlements,settlement,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:firewatch_tower_cherry,nova_structures:firewatch_towers,settlements,settlement,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:firewatch_tower_dark_oak,nova_structures:firewatch_towers,settlements,settlement,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:firewatch_tower_forest,nova_structures:firewatch_towers,settlements,settlement,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:firewatch_tower_jungle,nova_structures:firewatch_towers,settlements,settlement,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:firewatch_tower_mangrove,nova_structures:firewatch_towers,settlements,settlement,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:firewatch_tower_savanna,nova_structures:firewatch_towers,settlements,settlement,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:firewatch_tower_swamp,nova_structures:firewatch_towers,settlements,settlement,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:firewatch_tower_taiga,nova_structures:firewatch_towers,settlements,settlement,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:hamlet,nova_structures:nether_structures,settlements,settlement,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:nether_keep,nova_structures:nether_structures,settlements,settlement,none,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:nether_port,nova_structures:nether_structures,settlements,settlement,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:piglin_donjon,nova_structures:nether_structures,settlements,settlement,none,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:piglin_outstation,nova_structures:nether_structures,settlements,settlement,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:ruin_town,nova_structures:ruin_town,settlements,settlement,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:tavern_acacia,nova_structures:taverns,settlements,settlement,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:tavern_birch,nova_structures:taverns,settlements,settlement,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:tavern_cherry,nova_structures:taverns,settlements,settlement,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:tavern_dark_oak,nova_structures:taverns,settlements,settlement,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:tavern_desert,nova_structures:taverns,settlements,settlement,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:tavern_jungle,nova_structures:taverns,settlements,settlement,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:tavern_mangrove,nova_structures:taverns,settlements,settlement,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:tavern_oak,nova_structures:taverns,settlements,settlement,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:tavern_snowy,nova_structures:taverns,settlements,settlement,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:tavern_spruce,nova_structures:taverns,settlements,settlement,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:tavern_swamp,nova_structures:taverns,settlements,settlement,beard_box,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:underground_house,nova_structures:underground_house,settlements,settlement,none,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:village_birch,nova_structures:villages_birch,settlements,settlement,beard_thin,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:village_jungle,nova_structures:villages_jungle,settlements,settlement,beard_thin,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
nova_structures:village_swamp,nova_structures:villages_swamp,settlements,settlement,beard_thin,minecraft:jigsaw,dungeons-and-taverns-v4.4.4.jar
natures_spirit:village_adobe,minecraft:villages,settlements,settlement,beard_box,minecraft:jigsaw,naturespirit-2.2.5-1.21.1.jar
natures_spirit:village_coconut,minecraft:villages,settlements,settlement,beard_thin,minecraft:jigsaw,naturespirit-2.2.5-1.21.1.jar
natures_spirit:village_cypress,minecraft:villages,settlements,settlement,beard_thin,minecraft:jigsaw,naturespirit-2.2.5-1.21.1.jar
natures_spirit:village_wisteria,minecraft:villages,settlements,settlement,beard_thin,minecraft:jigsaw,naturespirit-2.2.5-1.21.1.jar
towns_and_towers:exclusives/village_classic,towns_and_towers:towns,settlements,settlement,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:exclusives/village_iberian,towns_and_towers:towns,settlements,settlement,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:exclusives/village_mediterranean,towns_and_towers:towns,settlements,settlement,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:exclusives/village_nilotic,towns_and_towers:towns,settlements,settlement,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:exclusives/village_piglin,towns_and_towers:towns,settlements,settlement,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:exclusives/village_rustic,towns_and_towers:towns,settlements,settlement,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:exclusives/village_swedish,towns_and_towers:towns,settlements,settlement,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:exclusives/village_tudor,towns_and_towers:towns,settlements,settlement,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:exclusives/village_wandering_trader_camp,towns_and_towers:towns,settlements,settlement,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:village_badlands,towns_and_towers:towns,settlements,settlement,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:village_beach,towns_and_towers:towns,settlements,settlement,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:village_birch_forest,towns_and_towers:towns,settlements,settlement,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:village_flower_forest,towns_and_towers:towns,settlements,settlement,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:village_forest,towns_and_towers:towns,settlements,settlement,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:village_grove,towns_and_towers:towns,settlements,settlement,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:village_jungle,towns_and_towers:towns,settlements,settlement,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:village_meadow,towns_and_towers:towns,settlements,settlement,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:village_mushroom_fields,towns_and_towers:towns,settlements,settlement,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:village_ocean,towns_and_towers:towns,settlements,settlement,none,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:village_old_growth_taiga,towns_and_towers:towns,settlements,settlement,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:village_savanna_plateau,towns_and_towers:towns,settlements,settlement,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:village_snowy_slopes,towns_and_towers:towns,settlements,settlement,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:village_snowy_taiga,towns_and_towers:towns,settlements,settlement,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:village_sparse_jungle,towns_and_towers:towns,settlements,settlement,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:village_sunflower_plains,towns_and_towers:towns,settlements,settlement,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:village_swamp,towns_and_towers:towns,settlements,settlement,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
towns_and_towers:village_wooded_badlands,towns_and_towers:towns,settlements,settlement,beard_thin,minecraft:jigsaw,t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
minecraft:swamp_hut,minecraft:swamp_huts,settlements,settlement,none,minecraft:swamp_hut,vanilla
minecraft:village_desert,minecraft:villages,settlements,settlement,beard_thin,minecraft:jigsaw,vanilla
minecraft:village_plains,minecraft:villages,settlements,settlement,beard_thin,minecraft:jigsaw,vanilla
minecraft:village_savanna,minecraft:villages,settlements,settlement,beard_thin,minecraft:jigsaw,vanilla
minecraft:village_snowy,minecraft:villages,settlements,settlement,beard_thin,minecraft:jigsaw,vanilla
minecraft:village_taiga,minecraft:villages,settlements,settlement,beard_thin,minecraft:jigsaw,vanilla
dungeons_arise:giant_mushroom,,,,none,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
dungeons_arise:mining_system,,,,bury,minecraft:jigsaw,DungeonsArise-1.21.1-2.1.68-fabric-release.jar
mvs:dead_tree_spruce,,,,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:desert_well,,,,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
mvs:snowy_well,,,,beard_thin,moogs_structures:moogs_structures_generic_jigsaw_structure,MoogsVoyagerStructures-1.21-5.0.14.jar
terralith:underground/witch_hut,,,,beard_thin,minecraft:jigsaw,Terralith_1.21.x_v2.6.2.jar
terralith:underground_cabin,,,,beard_box,minecraft:jigsaw,Terralith_1.21.x_v2.6.2.jar
adventure:exit_shrine,adventure:exit_shrines,,,beard_thin,minecraft:jigsaw,customdimensions.jar
ddd:major_dungeon_desert,,,,none,minecraft:jigsaw,deadly-deadly-dungeon-1.0.4.jar
ddd:major_dungeon_frozen,,,,none,minecraft:jigsaw,deadly-deadly-dungeon-1.0.4.jar
ddd:major_dungeon_plains,,,,none,minecraft:jigsaw,deadly-deadly-dungeon-1.0.4.jar
